Year,Region,FuelType,Mileage,Price,Marca,Name
2016,Arabkir,Gasoline,115000,8600,Acura,RDX
2006,Malatia-Sebastia,Gasoline,188000,6200,Mercedes-Benz,C-Class
1998,Gyumri,Gasoline,270000,15000,Mercedes-Benz,E-Class
2010,Abovian,Gasoline,129000,4500,Honda,Ridgeline pickup
1991,Kentron,Gasoline,1000,13500,UAZ,(УАЗ) 452
2008,Ashtarak,Gasoline,200000,5000,Mercedes-Benz,S-Class
2006,Echmiadzin,Gasoline,32000,7800,Nissan,Teana
2005,Masis,Gasoline,228000,4500,Volkswagen,Touareg
1999,Avan,Gasoline,350000,11000,Mercedes-Benz,C-Class
2010,Vanadzor,Gasoline,810000,4500,Nissan,Juke
2005,Kentron,Gasoline,240000,6000,Nissan,Murano
1999,Vanadzor,Diesel,256000,33500,Mercedes-Benz,S-Class
2020,Ajapnyak,Gasoline,80000,1000,Toyota,Camry
2010,Ajapnyak,Gasoline,200000,16000,Daewoo,Nexia
2012,Erebuni,Gasoline,217000,1100,Mercedes-Benz,E-Class
1987,Artashat,Gasoline,20000,6300,VAZ,(Lada) 2121 Niva
1999,Ajapnyak,Gasoline,263000,31500,Opel,Zafira
2017,Nor Nork,Gasoline,127000,19300,Lexus,NX
2018,Nor Nork,Gasoline,155000,3000,Mazda,CX-5
1995,Sayat-Nova,Gasoline,279000,11500,Mercedes-Benz,C-Class
2009,Gyumri,Gasoline,136000,16500,Subaru,Forester
2017,Malatia-Sebastia,Gasoline,64500,15900,Mercedes-Benz,CLA-Class
2016,Nork-Marash,Gasoline,124000,12500,Honda,Accord
2016,Nor Nork,Gasoline,63000,26000,Chevrolet,Malibu
2018,Nor Nork,Hybrid,143000,7500,BMW,3 Series
2002,Erebuni,Gasoline,130000,12500,Mercedes-Benz,E-Class
2008,Arabkir,Diesel,259000,8200,Mercedes-Benz,Sprinter Classic
2003,Kanaker-Zeytun,Gasoline,275000,18500,BMW,X5
2019,Nor Nork,Gasoline,55000,7200,Mitsubishi,Outlander Sport
2004,Martuni,Gasoline,89000,14000,Chevrolet,Equinox
2017,Nor Nork,Gasoline,87000,3200,Toyota,Corolla
1999,Aragats,Gasoline,217000,13500,Opel,Corsa hatchback
2018,Nor Nork,Gasoline,27000,8000,Nissan,Rogue Sport
1997,Martuni,Diesel,230000,17500,Ford,Transit
2009,Nor Nork,Gasoline,140000,4400,Mercedes-Benz,E-Class
2005,Jrvezh,Gasoline,229000,3000,Nissan,Tiida hatchback
1998,Sevan,Gasoline,340000,5500,Opel,Vectra
1997,Sevan,Gasoline,350000,8100,BMW,5 Series
2009,Erebuni,Gasoline,155000,18000,Subaru,Impreza hatchback
2018,Echmiadzin,Gasoline,52000,4300,Mitsubishi,Outlander
1997,Erebuni,Gasoline,133000,12800,Mercedes-Benz,E-Class
2012,Nork-Marash,Gasoline,107000,10000,Hyundai,Tucson
2017,Spitak,Gasoline,190000,11500,Chevrolet,Cruze
2011,Nork-Marash,Gasoline,170000,5800,Toyota,Camry
2005,Balahovit,Gasoline,400000,8000,Skoda,Superb
2005,Spitak,Gasoline,170000,5400,Ford,Escape
2002,Spitak,Gasoline,303422,20000,Jeep,Grand Cherokee
2018,Ashtarak,Gasoline,45000,25800,Hyundai,Tucson
2020,Erebuni,Gasoline,18000,11800,Toyota,Camry
2018,Erebuni,Gasoline,73000,15500,Hyundai,Elantra
2014,Davtashen,Gasoline,150000,45000,Toyota,Camry
2017,Shengavit,Electric,2400,7300,Tesla,Model X
2008,Yeghvard,Gasoline,127000,8900,UAZ,(УАЗ) Hunter
2014,Arabkir,Hybrid,220000,3550,Chevrolet,Volt hatchback
2011,Dsegh,Gasoline,45000,5500,VAZ,(Lada) 2107
1999,Nor Kharberd,Gasoline,368000,13000,Mercedes-Benz,C-Class
2020,Ijevan,Gasoline,5000,8800,Renault,Sandero hatchback
2013,Shengavit,Hybrid,200000,25000,Chevrolet,Volt
2017,Abovian,Gasoline,174500,20500,Land,Rover Discovery Sport
2019,Abovian,Gasoline,35500,6500,Toyota,Camry
2011,Nor Geghi,Gasoline,210000,8600,Volkswagen,Caddy
2008,Erebuni,Gasoline,233000,7500,BMW,3 Series coupe
2003,Gyumri,Gasoline,440000,4500,Toyota,Ipsum
2012,Gavar,Gasoline,100000,1500,VAZ,(Lada) 2114 hatchback
1995,Artashat,Gasoline,150000,5700,Mazda,626
2000,Avan,Gasoline,203400,5300,Mitsubishi,Pajero IO
2001,Kentron,Gasoline,200000,19500,Mitsubishi,Montero Sport
2014,Arabkir,Gasoline,203000,18900,Mercedes-Benz,E-Class
2017,Kentron,Gasoline,105000,7500,Dodge,Charger
2012,Malatia-Sebastia,Hybrid,170000,8000,Hyundai,Sonata
2007,Arabkir,Gasoline,122000,185000,BMW,6 Series coupe
2022,Arabkir,Gasoline,13000,8000,Mercedes-Benz,S-Class
2014,Malatia-Sebastia,Gasoline,147000,3000,Kia,Forte
1995,Kanaker-Zeytun,Gasoline,360000,14500,Opel,Vectra
2017,Kentron,Gasoline,105000,110000,Lincoln,MKZ
2018,Arabkir,Gasoline,82000,16000,Mercedes-Benz,S-Class
2018,Arabkir,Gasoline,46000,11900,Kia,Forte
2009,Artashat,Gasoline,156000,5500,Lexus,IS
2000,Malatia-Sebastia,Gasoline,300000,5200,Mitsubishi,Pajero IO
2003,Artashat,Gasoline,240000,13500,Opel,Astra hatchback
2016,Argavand,Gasoline,45000,9500,Volkswagen,Passat
2004,Nor Nork,Gasoline,180000,4500,Honda,Elysion
1997,Shengavit,Gasoline,250000,12500,Mercedes-Benz,C-Class
2003,Ajapnyak,Gasoline,100000,3500,Mercedes-Benz,Viano
1996,Kanaker-Zeytun,Gasoline,180000,7500,Volkswagen,Golf hatchback
2006,Kanaker-Zeytun,Gasoline,180000,13000,Nissan,X-Trail
2009,Ajapnyak,Gasoline,240000,10500,Mercedes-Benz,E-Class
2009,Erebuni,Gasoline,240000,15500,Mercedes-Benz,300
2019,Ajapnyak,Gasoline,80000,16000,Acura,ILX
2018,Ajapnyak,Gasoline,41000,19000,Kia,Forte
2020,Ajapnyak,Gasoline,29000,10000,Hyundai,Sonata
2001,Aygevan,Gasoline,250000,4350,Volkswagen,Passat
1999,Shengavit,Gasoline,305000,6000,Opel,Astra hatchback
2007,Vayk,Gasoline,90000,14000,UAZ,(УАЗ) Hunter
2017,Kentron,Gasoline,77000,6300,Ford,Escape
2006,Shengavit,Gasoline,229000,29300,Nissan,Versa hatchback
2019,Abovian,Gasoline,189000,18500,Mercedes-Benz,E-Class
2010,Nor Nork,Gasoline,122000,52000,Mercedes-Benz,S-Class
2019,Arabkir,Gasoline,43000,44500,Lexus,GX460
2021,Arabkir,Gasoline,14000,57500,Toyota,RAV4
2022,Arabkir,Gasoline,1500,5100,Lexus,ES
2001,Jrvezh,Gasoline,180000,5400,Nissan,Pathfinder
2000,Nor Nork,Gasoline,170000,3000,Mercedes-Benz,ML
1996,Artashat,Gasoline,350000,9000,Opel,Vectra
2009,Nor Nork,Gasoline,160000,12000,Nissan,Maxima
2016,Ayntap,Gasoline,140000,15500,Ford,Fusion (North America)
2016,Arabkir,Gasoline,109000,12000,Toyota,Corolla
2017,Arabkir,Gasoline,140000,53000,Lexus,NX
2016,Arabkir,Gasoline,180000,30000,Ford,F-150 pickup
2017,Arabkir,Gasoline,95000,37000,Mercedes-Benz,C-Class
2014,Kanaker-Zeytun,Gasoline,122000,12900,Toyota,4Runner
2010,Ajapnyak,Gasoline,135000,5100,Honda,CR-V
1997,Malatia-Sebastia,Diesel,250000,28500,Ford,Transit
2024,Kanaker-Zeytun,Electric,10,110000,BYD,Song Plus
2022,Arabkir,Gasoline,19000,23850,Toyota,Alphard
2024,China,Electric,10,2000,BYD,Song Plus
1999,Malatia-Sebastia,Gasoline,1000,26500,Renault,Clio hatchback
2023,Ajapnyak,Gasoline,3300,3800,Honda,Accord
1998,Nor Nork,Gasoline,380000,29000,Opel,Astra
2020,Kentron,Gasoline,11700,22900,Lexus,IS
2019,Gai,Gasoline,62000,2000,Hyundai,Santa Fe
2001,Artashat,Gasoline,30000,10700,VAZ,(Lada) 21099
2019,Armavir,Gasoline,60000,22000,Nissan,Sentra
2020,Arabkir,Gasoline,55000,35000,Honda,Accord
2014,Malatia-Sebastia,Gasoline,167000,13100,BMW,X5
2009,Gyumri,Gasoline,200000,29900,Mercedes-Benz,E-Class
2022,Kentron,Gasoline,1320,12100,Toyota,RAV4
2018,Kentron,Gasoline,116000,11600,Kia,Optima
2017,Kentron,Gasoline,62000,6500,Kia,Optima
2006,Martuni,Gasoline,320000,4000,Nissan,Tiida
2011,Artashat,Gasoline,117000,12500,VAZ,(Lada) 2107
2018,Malatia-Sebastia,Gasoline,126000,8500,Hyundai,Elantra
2009,Davtashen,Gasoline,147000,11800,Mazda,5
2004,Davtashen,Gasoline,177000,10500,Lexus,RX
2005,Avan,Gasoline,152000,9700,Infiniti,FX35
2012,Kentron,Gasoline,145000,4500,Kia,Forte coupe
2005,Alaverdi,Gasoline,50000,6800,UAZ,(УАЗ) 31514
2005,Alaverdi,Gasoline,114000,15600,Mitsubishi,Pajero IO
2004,Nor Nork,Gasoline,189000,3500,Dodge,Ram pickup
1993,Abovian,Gasoline,54900,21500,BMW,3 Series
2017,Nor Nork,Gasoline,61600,2000,Mazda,CX-5
1996,Hayanist,Gasoline,187000,2000,Mercedes-Benz,C-Class
1998,Nor Nork,Gasoline,290000,12500,Opel,Vectra
2007,Armavir,Gasoline,195000,10500,BMW,X5
2020,Ashtarak,Gasoline,34000,18000,VAZ,(Lada) 2121 Niva
2011,Aparan,Gasoline,150000,4500,Toyota,Vellfire
1995,Gyumri,Gasoline,100000,5000,Mercedes-Benz,C-Class
1998,Dilijan,Gasoline,315488,7500,Mercedes-Benz,C-Class
2002,Erebuni,Gasoline,337000,59000,Mercedes-Benz,S-Class
2021,Kentron,Gasoline,30000,8200,Audi,Q7
2007,Geghanist,Gasoline,270000,23900,Nissan,Skyline
2016,Kentron,Gasoline,75500,15000,Mazda,CX-9
2019,Kentron,Gasoline,45000,17500,Kia,Forte
2017,Kentron,Gasoline,109000,22900,Mazda,6
2018,Yeghvard,Gasoline,86000,9100,Toyota,Camry
2008,Echmiadzin,Gasoline,150000,15800,Toyota,Camry
2020,Erebuni,Gasoline,40000,18800,Nissan,Sentra
2020,Erebuni,Gasoline,50000,26700,Nissan,Sentra
2020,Armavir,Gasoline,50000,24000,Toyota,Camry
2016,Gyumri,Gasoline,65000,33700,Mercedes-Benz,CLA-Class
2020,Kanaker-Zeytun,Gasoline,24000,9000,Toyota,Camry
2018,Davtashen,Gasoline,80000,18000,VAZ,(Lada) 2121 (4x4)
2009,Vanadzor,Gasoline,157000,13300,Mercedes-Benz,GL-Class
2017,Davtashen,Gasoline,65000,7500,Hyundai,Elantra
2004,Aparan,Gasoline,250000,10300,Opel,Zafira
2014,Ajapnyak,Gasoline,113000,5400,Hyundai,Elantra
2002,Erebuni,Gasoline,330000,15400,GMC,Envoy
2020,Davtashen,Gasoline,14000,17000,Ford,Fusion (North America)
2021,Erebuni,Gasoline,32900,50000,Kia,Forte
2019,USA,Gasoline,40700,11000,BMW,X3 M
1992,Avan,Diesel,200000,29000,Peugeot,J5
2022,Malatia-Sebastia,Gasoline,16000,17000,Mazda,CX-30
2019,Nor Nork,Gasoline,59000,8200,Kia,Forte
2016,Shengavit,Gasoline,93000,25000,VAZ,(Lada) 2121 Niva
2023,Shengavit,Gasoline,3000,15600,Honda,HR-V
2018,Ajapnyak,Gasoline,94000,17500,Dodge,Journey
2020,Ajapnyak,Gasoline,70000,3800,Dodge,Journey
2000,Kentron,Gasoline,297000,3600,Opel,Astra hatchback
2004,Masis,Gasoline,16000,9900,Nissan,Tiida hatchback
2011,Kentron,Gasoline,157000,16200,Nissan,Juke
2017,Davtashen,Gasoline,100000,9000,Ford,Escape
2012,Vedi,Gasoline,106000,10400,Toyota,Corolla
2013,Davtashen,Gasoline,320000,23700,Mazda,6
2015,Nor Nork,Gasoline,130000,11700,Mercedes-Benz,GLA-Class
2012,Malatia-Sebastia,Gasoline,158000,5890,Toyota,Corolla
1999,Arabkir,Gasoline,211000,5500,Mercedes-Benz,C-Class
2000,Nor Nork,Gasoline,313000,11500,Opel,Zafira
2015,Nork-Marash,Gasoline,80000,16550,Kia,Optima
2022,Shengavit,Gasoline,100,28500,Wuling,Sunshine
2017,Kentron,Gasoline,126000,17500,Toyota,Camry
2017,Malatia-Sebastia,Hybrid,62000,13000,Kia,Optima
2017,Malatia-Sebastia,Gasoline,39000,22000,Hyundai,Elantra
2010,Gyumri,Gasoline,170000,10000,Mercedes-Benz,S-Class
2008,Arabkir,Gasoline,145000,90000,Nissan,X-Trail
2019,Gyumri,Gasoline,70000,4000,Porsche,Cayenne
1943,Dilijan,Gasoline,186923,5500,GAZ,(ГАЗ) 67
1998,Malatia-Sebastia,Gasoline,350000,12800,Mercedes-Benz,C-Class
2017,Echmiadzin,Gasoline,130000,15000,Chevrolet,Malibu
2008,Spitak,Gasoline,156000,6000,Mitsubishi,Pajero wagon
2007,Spitak,Gasoline,170000,4000,UAZ,(УАЗ) Patriot
1955,Dilijan,Gasoline,194268,17000,Moskvich,(Москвич) 401
2010,Ajapnyak,Gasoline,200000,8500,Mercedes-Benz,ML
1979,Kanaker-Zeytun,Gasoline,101000,5800,VAZ,(Lada) 2101
2000,Armavir,Gasoline,280000,17900,Opel,Zafira
2010,Gavar,Gasoline,120000,7000,Mercedes-Benz,GL-Class
2002,Charentsavan,Gasoline,202000,3800,Mercedes-Benz,C-Class
1996,Armavir,Gasoline,351000,16500,Mercedes-Benz,C-Class
2016,Avan,Gasoline,135000,31000,Chevrolet,Malibu
2016,Arabkir,Gasoline,116000,3000,Porsche,Cayenne
1997,Armavir,Gasoline,280000,7800,Volkswagen,Golf hatchback
2011,Arabkir,Gasoline,128800,10500,Hyundai,Sonata
2017,Nor Nork,Gasoline,180000,4000,Nissan,Sentra
2000,Echmiadzin,Gasoline,180000,10000,Opel,Astra hatchback
2004,Vanadzor,Gasoline,210000,32999,Infiniti,FX35
2017,Kentron,Gasoline,95400,7500,Mercedes-Benz,C-Class AMG coupe
2007,Vanadzor,Gasoline,170000,10500,Infiniti,FX35
2012,Erebuni,Gasoline,152000,5000,Toyota,Corolla
1999,Marmarashen,Gasoline,308000,2000,BMW,3 Series
2002,Vanadzor,Gasoline,200000,13300,VAZ,(Lada) 21099
2017,Echmiadzin,Gasoline,156426,6000,Dodge,Journey
2008,Ajapnyak,Gasoline,130000,4500,Nissan,Tiida hatchback
1998,Aparan,Gasoline,1000000,3500,Mitsubishi,Pajero
2007,Artik,Gasoline,269000,13500,VAZ,(Lada) 2110
2004,Nor Nork,Gasoline,240000,35000,Mercedes-Benz,Viano
2015,Nor Nork,Gasoline,170000,5000,BMW,X5
2006,Kentron,Gasoline,140000,28500,Nissan,Maxima
2020,Arabkir,Gasoline,93000,18500,BMW,3 Series
2015,Arabkir,Gasoline,90000,7000,Ford,Mustang coupe
1999,Masis,Gasoline,150000,8800,Mercedes-Benz,S-Class
2011,Davtashen,Gasoline,143000,3800,Kia,Forte
1998,Getapnya,Gasoline,300000,11500,Opel,Astra wagon
2016,Davtashen,Gasoline,160000,24500,Chrysler,200
2012,Malatia-Sebastia,Gasoline,217000,24000,Mercedes-Benz,M-Class
2017,Davtashen,Gasoline,73000,2000,Infiniti,QX70
1992,Vanadzor,Gasoline,400000,9500,Opel,Astra hatchback
2007,Arabkir,Gasoline,305000,8000,Mercedes-Benz,E-Class
2002,Vanadzor,Gasoline,290000,11500,BMW,7 Series
2018,Gyumri,Gasoline,125000,15900,Kia,Optima
2017,Erebuni,Gasoline,72000,4200,Jeep,Compass
1999,Martuni,Gasoline,350000,9000,Mercedes-Benz,E-Class
2008,Martuni,Gasoline,120000,52000,Infiniti,M35
2016,Arabkir,Gasoline,55000,6500,Lexus,GX
2005,Abovian,Gasoline,160000,6200,Suzuki,Swift hatchback
2003,Vanadzor,Gasoline,200000,6500,Nissan,Pathfinder
2012,Abovian,Gasoline,162000,3000,VAZ,(Lada) Granta
1990,Ajapnyak,Diesel,450000,23500,Mercedes-Benz,190
2019,Kentron,Gasoline,34000,42000,Mazda,CX-5
2017,Malatia-Sebastia,Gasoline,56000,6500,Mercedes-Benz,GLE-Class
2002,Masis,Gasoline,160000,13100,Isuzu,Axiom
2012,Ajapnyak,Gasoline,140000,15000,Toyota,Camry
2019,Erebuni,Gasoline,75000,13800,Hyundai,Elantra
2018,Malatia-Sebastia,Gasoline,43260,18000,Nissan,Rogue Sport
2022,Kanaker-Zeytun,Gasoline,300,13300,Kia,Forte
2019,Malatia-Sebastia,Gasoline,48129,14200,Nissan,Rogue Sport
2018,Abovian,Gasoline,150000,11000,Chevrolet,Malibu
2006,Ajapnyak,Gasoline,165170,25000,Mercedes-Benz,M-Class
1997,Malatia-Sebastia,Gasoline,250000,2800,Mercedes-Benz,G-Class
1998,Malatia-Sebastia,Gasoline,250000,14000,Renault,Laguna wagon
2017,Ashtarak,Gasoline,106000,24300,Ford,Fusion (North America)
2019,Nor Nork,Gasoline,54000,42500,Mazda,CX-5
2018,Nor Nork,Gasoline,115000,3800,Porsche,Macan
2003,Mughni,Gasoline,150000,1200,VAZ,(Lada) 21099
2005,Malatia-Sebastia,Gasoline,230411,7400,Toyota,4Runner
2003,Gyumri,Gasoline,268000,3800,Hyundai,Santa Fe
2000,Ghazanchi,Gasoline,230000,4500,Opel,Vectra
2003,Malatia-Sebastia,Gasoline,155221,3000,VAZ,(Lada) 2121 Niva
1999,Ajapnyak,Gasoline,300000,7500,Opel,Astra hatchback
2002,Kanaker-Zeytun,Gasoline,210000,11000,BMW,7 Series
2009,Shengavit,Gasoline,299000,7200,Toyota,Camry
2012,Shengavit,Gasoline,210000,9000,Hyundai,Elantra
2017,Vanadzor,Gasoline,70000,45500,VAZ,(Lada) 2131 Niva
2017,Arabkir,Gasoline,80000,60000,BMW,X6
2018,Ajapnyak,Gasoline,36000,2500,Lexus,LS
1991,Kentron,Gasoline,62000,11900,VAZ,(Lada) 2108 hatchback
2009,Davtashen,Gasoline,210000,24000,Mercedes-Benz,GLK-Class
2017,Arabkir,Gasoline,90000,3500,Mercedes-Benz,C-Class
1996,Koghb,Gasoline,215000,12000,Land,Rover Range Rover
2017,Ajapnyak,Electric,33517,6650,Kia,Soul EV hatchback
2011,Ajapnyak,Gasoline,179000,22000,Kia,Forte
2020,Ajapnyak,Gasoline,94000,31000,Toyota,Camry
2021,Shengavit,Gasoline,13500,22000,Toyota,Camry
2000,Kentron,Gasoline,430000,13800,Mercedes-Benz,G-Class
2018,Arabkir,Gasoline,90000,57800,Ford,EcoSport
2009,Davtashen,Gasoline,146000,13500,Mercedes-Benz,G-Class AMG
2008,Vardenis,Gasoline,407000,3800,Ford,Transit
1997,Gyumri,Gasoline,380000,3100,Mercedes-Benz,C-Class
2006,Armavir,Gasoline,250000,38000,VAZ,(Lada) 2110
2013,Ajapnyak,Gasoline,150000,8500,Land,Rover Range Rover Sport
1998,Goris,Gasoline,13000,1100,Mercedes-Benz,E-Class
1996,Zovuni,Gasoline,320000,23000,Volkswagen,Golf hatchback
2020,Erebuni,Gasoline,35000,3500,Toyota,Corolla
2007,Parakar,Gasoline,175000,40500,VAZ,(Lada) Priora
2021,Abovian,Gasoline,10200,21500,Mazda,CX-5
2013,Metsamor,Gasoline,145000,21000,Toyota,Alphard
2012,Metsamor,Gasoline,180,30300,Toyota,Vellfire
2021,Avan,Gasoline,14200,22500,Kia,Sportage
2012,Metsamor,Gasoline,85000,9700,Toyota,Alphard
2020,Metsamor,Gasoline,14900,21500,Nissan,Note hatchback
2010,Metsamor,Gasoline,135000,11000,Toyota,Alphard
2015,Kentron,Hybrid,198000,5900,Chevrolet,Volt hatchback
2008,Kentron,Gasoline,197000,30500,Volkswagen,Passat
2022,Kentron,Gasoline,1700,31000,Toyota,Camry
2023,Kentron,Gasoline,10000,6600,Toyota,Camry
1998,Arabkir,Gasoline,80000,12000,Mercedes-Benz,E-Class
2012,Malatia-Sebastia,Gasoline,145000,16000,UAZ,(УАЗ) Patriot
2019,Artashat,Gasoline,14000,9000,Ford,Escape
2012,Malatia-Sebastia,Gasoline,117000,26000,UAZ,(УАЗ) Patriot
2019,Malatia-Sebastia,Gasoline,97000,14300,Mazda,CX-5
2019,Sevan,Gasoline,65000,24000,Kia,Sportage
2020,Nork-Marash,Gasoline,105000,8000,Chevrolet,Blazer
2002,Nor Kharberd,Gasoline,300000,6800,Nissan,Elgrand
2006,Nork-Marash,Gasoline,252438,11000,Toyota,Camry
2005,Nork-Marash,Gasoline,173147,10800,Mercedes-Benz,ML wagon
2005,Nor Nork,Gasoline,215000,19500,Honda,Elysion
2021,Arabkir,Gasoline,7700,8400,Mazda,3
2012,Ajapnyak,Gasoline,147873,110000,Nissan,Altima
2019,Echmiadzin,Gasoline,80000,38000,Cadillac,Escalade
2021,Davtashen,Gasoline,47000,57000,Toyota,Avalon
2013,Arabkir,Gasoline,115000,6300,Toyota,Land Cruiser
1997,Malatia-Sebastia,Gasoline,227000,28000,Mercedes-Benz,C-Class
2021,Echmiadzin,Gasoline,19000,15700,Toyota,Camry
2018,Kentron,Gasoline,89000,11300,Hyundai,Sonata
2010,Nor Nork,Gasoline,172300,4300,Acura,MDX
1999,Echmiadzin,Gasoline,250000,35000,BMW,3 Series
2016,Kentron,Gasoline,76000,29000,Lexus,NX
2019,Echmiadzin,Gasoline,42700,16500,Kia,Telluride
2018,Kanaker-Zeytun,Gasoline,50000,20800,Hyundai,Kona
2019,Echmiadzin,Gasoline,43000,38900,Toyota,C-HR
2011,Masis,Gasoline,165000,26000,Lexus,GX
2019,Echmiadzin,Gasoline,49000,19500,Hyundai,Santa Fe
2019,Arabkir,Gasoline,42000,14000,Kia,Sorento
2007,Arabkir,Gasoline,183000,6800,Mercedes-Benz,M-Class
1998,Shengavit,Gasoline,220000,8000,Opel,Astra hatchback
2013,Kentron,Gasoline,170000,9500,Nissan,Altima coupe
2010,Shengavit,Gasoline,207000,19500,Mercedes-Benz,C-Class
2018,Armavir,Gasoline,64000,29000,Mazda,CX-5
2020,Nor Nork,Gasoline,82300,28500,Jeep,Grand Cherokee
2023,Shengavit,Electric,2300,2000,Toyota,bZ4X
2008,Shengavit,Gasoline,120000,48000,VAZ,(Lada) 2115
2016,Davtashen,Gasoline,100000,8900,Mercedes-Benz,GLS-Class
2015,Nor Nork,Hybrid,104000,9000,Chevrolet,Volt hatchback
2018,Nor Nork,Hybrid,130000,6500,Chevrolet,Volt
2001,Masis,Gasoline,260000,4000,Mercedes-Benz,E-Class
2000,Artashat,Gasoline,220000,7000,Opel,Astra
2006,Erebuni,Gasoline,300000,18500,BMW,3 Series
2019,Erebuni,Gasoline,36000,4000,Kia,Optima
2004,Kentron,Gasoline,218500,12000,Nissan,Teana
2005,Echmiadzin,Gasoline,180000,23900,Mercedes-Benz,E-Class
2023,Arabkir,Electric,70,45000,Honda,e:NS1
2016,Nor Nork,Gasoline,120000,10100,BMW,X6
2003,Shengavit,Gasoline,240000,70000,Nissan,Elgrand
2018,Kentron,Gasoline,150000,17800,Cadillac,Escalade
2019,Masis,Gasoline,100000,5500,Chevrolet,Equinox
1992,Martuni,Gasoline,32000,36000,Opel,Frontera
2020,Nor Nork,Gasoline,23000,4700,Lexus,IS
1994,Artashat,Gasoline,400000,8000,Mercedes-Benz,C-Class
2015,Avan,Gasoline,226000,20500,Nissan,Sunny
2008,Gyumri,Gasoline,220000,10950,BMW,X6
2012,Gyumri,Gasoline,225000,18200,Volkswagen,Passat
2008,Ajapnyak,Gasoline,180000,21800,Mercedes-Benz,S-Class
2019,Kentron,Gasoline,19000,13800,Toyota,C-HR
2017,Gavar,Gasoline,54000,4800,Ford,Fusion (North America)
2011,Ijevan,Gasoline,466551,7300,VAZ,(Lada) Priora hatchback
2006,Shengavit,Gasoline,210000,3500,Nissan,X-Trail
1999,Gyumri,Gasoline,300000,16500,Opel,Vectra
2020,Ajapnyak,Gasoline,61437,2000,Nissan,Sentra
1983,Kapan,Gasoline,223000,2000,VAZ,(Lada) 2121 Niva
1973,Ijevan,Gasoline,454128,9000,UAZ,(УАЗ) 469
2004,Davtashen,Gasoline,320000,10800,BMW,X5
2011,Ajapnyak,Gasoline,131150,14800,Nissan,Juke
2016,Malatia-Sebastia,Gasoline,110000,15000,Mazda,6
2002,Malatia-Sebastia,Gasoline,180000,5200,Ford,Transit
2003,Arabkir,Gasoline,198000,15700,Honda,Inspire
2019,Malatia-Sebastia,Gasoline,66000,14900,Hyundai,Kona
2015,Arabkir,Gasoline,175000,9500,Mazda,6
2010,Erebuni,Gasoline,240000,22000,Mercedes-Benz,C-Class
1957,Malatia-Sebastia,Gasoline,90000,13500,GAZ,(ГАЗ) M-20 Pobeda
2020,Nor Nork,Gasoline,33000,1000,Nissan,Kicks
2011,Erebuni,Gasoline,156000,7000,Volkswagen,Passat CC
2012,Ashtarak,Hybrid,160000,2000,Chevrolet,Volt hatchback
1995,Stepanavan,Gasoline,210000,2000,Audi,A8
2007,Nor Nork,Gasoline,1000,18500,Daewoo,Nexia
2011,Kentron,Gasoline,220000,1000,Mercedes-Benz,ML
1983,Erebuni,Gasoline,123456,5000,VAZ,(Lada) 2106
1997,Shengavit,Gasoline,270000,38000,Mercedes-Benz,C-Class
2011,Erebuni,Gasoline,170000,18400,Lexus,GX
2006,Arabkir,Gasoline,280000,9700,Mercedes-Benz,S-Class
2019,On the way,Gasoline,136372,5000,Jeep,Compass
2008,Ajapnyak,Gasoline,20000,5800,Hyundai,Elantra
2003,Arabkir,Gasoline,250000,16400,Honda,Inspire
2007,Arabkir,Gasoline,280000,5800,Mercedes-Benz,GL-Class
2000,Arabkir,Gasoline,230000,2300,Nissan,X-Trail
2000,Abovian,Gasoline,320000,22000,Ford,Focus
2021,Arabkir,Gasoline,35000,11500,Hyundai,Sonata
1998,Erebuni,Gasoline,200000,8000,Mercedes-Benz,500
2012,Nor Nork,Hybrid,140000,10800,Chevrolet,Volt hatchback
2006,Musaler,Gasoline,160000,14500,Mercedes-Benz,S-Class
2017,Nor Nork,Gasoline,114730,31000,Subaru,Impreza
2021,Argavand,Gasoline,14000,4200,Toyota,RAV4
1994,Nor Nork,Gasoline,315000,7100,Mercedes-Benz,C-Class
2006,Nor Nork,Gasoline,90000,16500,Nissan,Murano
2001,Avan,Gasoline,86000,13500,Lexus,SC convertible
2004,Ijevan,Gasoline,182000,13000,Toyota,Alphard
2017,Nor Nork,Gasoline,50350,4600,Hyundai,Elantra
2003,Echmiadzin,Gasoline,280000,7500,Opel,Astra hatchback
2008,Shengavit,Gasoline,228000,7800,Nissan,Fuga
2000,Arabkir,Gasoline,180000,18800,Mercedes-Benz,E-Class
2021,Kentron,Gasoline,28585,33000,Hyundai,Elantra
2023,Kentron,Gasoline,920,38000,Hyundai,Tucson
2018,Erebuni,Gasoline,69000,25000,BMW,5 Series
2018,Erebuni,Gasoline,29000,37000,BMW,4 Series
2021,Erebuni,Gasoline,17500,9800,BMW,3 Series
2013,Kentron,Gasoline,183672,25000,Hyundai,Sonata
2018,Erebuni,Gasoline,65000,16700,BMW,X1
2020,Ajapnyak,Gasoline,43000,37000,Kia,Forte
2021,Erebuni,Gasoline,27900,7300,BMW,2 Series
2010,Kanaker-Zeytun,Gasoline,161000,21900,Nissan,Altima
2018,Erebuni,Gasoline,28000,200,Mazda,6
1970,Artashat,Gasoline,100000,12500,ZAZ,(ЗАЗ) 965
2008,Kentron,Gasoline,125000,11000,BMW,5 Series
2013,Nor Nork,Gasoline,128000,44000,Mazda,6
2023,Arabkir,Diesel,35,4500,Peugeot,Expert
